"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1977",26.776,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1978",27.865,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1979",30.364,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1980",66.94,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1981",73.372,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1982",80.036,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1983",86.471,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1984",91.712,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1985",96.708,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1986",101.38,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1987",106.949,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1988",83.374,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1989",90.612,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1990",104.091,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1991",115.368,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1992",122.844,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1993",161.921,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1994",154.79,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1995",168.115,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1996",186.019,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1997",211.587,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","1998",226.976,
"NOR","PHARMAEXP","TOT","USD_CAP","A","1999",241.838,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2000",285.175,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2001",293.509,"B"
"NOR","PHARMAEXP","TOT","USD_CAP","A","2002",340.847,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2003",340.488,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2004",367.783,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2005",361.461,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2006",365.882,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2007",369.716,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2008",366.042,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2009",356.287,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2010",365.752,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2011",397.13,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2012",402.861,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2013",416.313,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2014",427.47,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2015",439.571,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2016",446.702,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2017",476.049,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2018",477.65,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2019",471.195,
"NOR","PHARMAEXP","TOT","USD_CAP","A","2020",485.509,"P"
"POL","PHARMAEXP","TOT","PC_GDP","A","2002",1.79,
"POL","PHARMAEXP","TOT","PC_GDP","A","2003",1.88,
"POL","PHARMAEXP","TOT","PC_GDP","A","2004",1.819,
"POL","PHARMAEXP","TOT","PC_GDP","A","2005",1.728,
"POL","PHARMAEXP","TOT","PC_GDP","A","2006",1.672,
"POL","PHARMAEXP","TOT","PC_GDP","A","2007",1.559,
"POL","PHARMAEXP","TOT","PC_GDP","A","2008",1.569,
"POL","PHARMAEXP","TOT","PC_GDP","A","2009",1.619,
"POL","PHARMAEXP","TOT","PC_GDP","A","2010",1.56,
"POL","PHARMAEXP","TOT","PC_GDP","A","2011",1.507,
"POL","PHARMAEXP","TOT","PC_GDP","A","2012",1.385,
"POL","PHARMAEXP","TOT","PC_GDP","A","2013",1.392,
"POL","PHARMAEXP","TOT","PC_GDP","A","2014",1.348,
"POL","PHARMAEXP","TOT","PC_GDP","A","2015",1.357,
"POL","PHARMAEXP","TOT","PC_GDP","A","2016",1.371,
"POL","PHARMAEXP","TOT","PC_GDP","A","2017",1.334,
"POL","PHARMAEXP","TOT","PC_GDP","A","2018",1.316,
"POL","PHARMAEXP","TOT","PC_GDP","A","2019",1.273,
"POL","PHARMAEXP","TOT","USD_CAP","A","2002",228.42,
"POL","PHARMAEXP","TOT","USD_CAP","A","2003",246.721,
"POL","PHARMAEXP","TOT","USD_CAP","A","2004",259.599,
"POL","PHARMAEXP","TOT","USD_CAP","A","2005",248.394,
"POL","PHARMAEXP","TOT","USD_CAP","A","2006",260.145,
"POL","PHARMAEXP","TOT","USD_CAP","A","2007",278.763,
"POL","PHARMAEXP","TOT","USD_CAP","A","2008",300.86,
"POL","PHARMAEXP","TOT","USD_CAP","A","2009",323.094,
"POL","PHARMAEXP","TOT","USD_CAP","A","2010",346.526,
"POL","PHARMAEXP","TOT","USD_CAP","A","2011",361.408,
"POL","PHARMAEXP","TOT","USD_CAP","A","2012",351.322,
"POL","PHARMAEXP","TOT","USD_CAP","A","2013",362.625,
"POL","PHARMAEXP","TOT","USD_CAP","A","2014",362.176,
"POL","PHARMAEXP","TOT","USD_CAP","A","2015",385.842,
"POL","PHARMAEXP","TOT","USD_CAP","A","2016",411.073,
"POL","PHARMAEXP","TOT","USD_CAP","A","2017",419.371,
"POL","PHARMAEXP","TOT","USD_CAP","A","2018",441.424,
"POL","PHARMAEXP","TOT","USD_CAP","A","2019",450.98,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1970",0.322,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1977",0.846,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1978",1.021,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1979",1.026,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1980",1.005,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1981",0.978,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1982",0.965,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1983",0.969,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1984",1.019,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1985",1.393,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1986",1.365,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1987",1.462,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1988",1.397,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1989",1.344,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1990",1.396,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1991",1.497,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1992",1.568,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1993",1.691,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1994",1.673,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1995",1.748,"B"
"PRT","PHARMAEXP","TOT","PC_GDP","A","1996",1.835,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1997",1.833,
"PRT","PHARMAEXP","TOT","PC_GDP","A","1998",1.783,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2000",1.855,"B"
"PRT","PHARMAEXP","TOT","PC_GDP","A","2001",1.915,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2002",1.955,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2003",2.011,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2004",2.106,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2005",2.114,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2006",2.07,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2007",2.034,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2008",2.006,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2009",2.023,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2010",1.928,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2011",1.782,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2012",1.65,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2013",1.511,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2014",1.485,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2015",1.48,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2016",1.449,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2017",1.397,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2018",1.381,
"PRT","PHARMAEXP","TOT","PC_GDP","A","2019",1.409,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1970",6.336,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1977",32.678,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1978",43.52,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1979",47.804,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1980",53.524,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1981",56.224,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1982",59.815,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1983",61.999,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1984",64.579,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1985",96.319,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1986",106.496,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1987",125.243,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1988",133.642,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1989",140.143,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1990",159.296,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1991",181.701,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1992",200.064,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1993",215.593,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1994",224.223,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1995",244.75,"B"
"PRT","PHARMAEXP","TOT","USD_CAP","A","1996",267.148,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1997",282.608,
"PRT","PHARMAEXP","TOT","USD_CAP","A","1998",288.251,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2000",354.158,"B"
"PRT","PHARMAEXP","TOT","USD_CAP","A","2001",379.291,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2002",409.288,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2003",423.561,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2004",460.708,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2005",478.311,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2006",495.533,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2007",505.471,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2008",512.518,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2009",502.712,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2010",496.026,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2011",450.09,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2012",413.738,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2013",402.222,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2014",403.211,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2015",418.613,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2016",434.328,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2017",436.34,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2018",462.714,
"PRT","PHARMAEXP","TOT","USD_CAP","A","2019",494.667,
"SVK","PHARMAEXP","TOT","PC_GDP","A","1999",1.926,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2000",1.839,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2001",1.848,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2002",2.07,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2003",2.192,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2004",2.212,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2005",2.193,"B"
"SVK","PHARMAEXP","TOT","PC_GDP","A","2006",2.132,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2007",2.108,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2008",2.098,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2009",2.339,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2010",2.257,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2011",2.11,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2012",2.002,"B"
"SVK","PHARMAEXP","TOT","PC_GDP","A","2013",1.99,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2014",1.863,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2015",1.825,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2016",1.859,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2017",1.787,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2018",1.711,
"SVK","PHARMAEXP","TOT","PC_GDP","A","2019",1.701,
"SVK","PHARMAEXP","TOT","USD_CAP","A","1999",229.096,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2000",239.416,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2001",262.895,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2002",326.289,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2003",352.649,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2004",376.203,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2005",396.542,"B"
"SVK","PHARMAEXP","TOT","USD_CAP","A","2006",417.611,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2007",465.118,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2008",508.8,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2009",533.371,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2010",587.528,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2011",567.145,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2012",556.726,"B"
"SVK","PHARMAEXP","TOT","USD_CAP","A","2013",571.491,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2014",543.317,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2015",553.201,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2016",542.415,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2017",521.065,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2018",522.875,
"SVK","PHARMAEXP","TOT","USD_CAP","A","2019",534.983,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1980",1.08,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1981",1.093,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1982",1.15,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1983",1.101,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1984",0.99,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1985",1.058,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1986",0.981,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1987",0.978,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1988",1.036,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1989",1.081,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1990",1.129,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1995",1.39,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1996",1.43,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1997",1.479,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1998",1.493,
"ESP","PHARMAEXP","TOT","PC_GDP","A","1999",1.528,"B"
"ESP","PHARMAEXP","TOT","PC_GDP","A","2000",1.493,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2001",1.486,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2002",1.54,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2003",1.62,"B"
"ESP","PHARMAEXP","TOT","PC_GDP","A","2004",1.584,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2005",1.541,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2006",1.473,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2007",1.433,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2008",1.465,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2009",1.569,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2010",1.555,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2011",1.497,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2012",1.447,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2013",1.476,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2014",1.419,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2015",1.396,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2016",1.421,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2017",1.377,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2018",1.369,
"ESP","PHARMAEXP","TOT","PC_GDP","A","2019",1.35,"P"
"ESP","PHARMAEXP","TOT","USD_CAP","A","1980",71.922,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1981",77.333,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1982",86.197,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1983",86.685,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1984",82.49,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1985",93.438,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1986",92.567,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1987",100.666,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1988",117.161,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1989",133.871,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1990",152.254,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1995",222.446,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1996",238.96,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1997",262.38,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1998",281.878,
"ESP","PHARMAEXP","TOT","USD_CAP","A","1999",303.135,"B"
"ESP","PHARMAEXP","TOT","USD_CAP","A","2000",334.502,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2001",358.851,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2002",408.498,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2003",431.493,"B"
"ESP","PHARMAEXP","TOT","USD_CAP","A","2004",438.924,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2005",441.063,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2006",450.21,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2007",449.33,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2008",467.136,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2009",473.414,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2010",466.976,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2011",446.39,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2012",431.254,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2013",449.956,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2014",446.084,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2015",461.926,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2016",499.864,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2017",510.509,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2018",524.218,
"ESP","PHARMAEXP","TOT","USD_CAP","A","2019",532.088,"P"
"SWE","PHARMAEXP","TOT","PC_GDP","A","1970",0.416,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1971",0.455,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1972",0.506,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1973",0.554,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1974",0.555,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1975",0.552,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1976",0.547,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1977",0.576,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1978",0.565,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1979",0.548,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1980",0.539,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1981",0.549,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1982",0.578,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1983",0.579,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1984",0.547,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1985",0.556,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1986",0.557,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1987",0.578,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1988",0.532,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1989",0.608,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1990",0.617,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1991",0.654,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1992",0.75,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1993",0.858,"B"
"SWE","PHARMAEXP","TOT","PC_GDP","A","1994",0.9,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1995",0.931,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1996",1.055,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1997",0.94,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1998",1.042,
"SWE","PHARMAEXP","TOT","PC_GDP","A","1999",1.072,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2000",1.063,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2001",1.174,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2002",1.228,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2003",1.202,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2004",1.167,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2005",1.155,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2006",1.142,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2007",1.111,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2008",1.14,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2009",1.205,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2010",1.13,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2011",1.091,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2012",1.112,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2013",1.096,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2014",1.097,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2015",1.09,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2016",1.11,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2017",1.06,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2018",1.085,
"SWE","PHARMAEXP","TOT","PC_GDP","A","2019",1.062,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1970",20.824,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1971",23.773,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1972",28.101,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1973",33.479,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1974",37.736,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1975",42.901,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1976",45.438,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1977",49.887,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1978",52.069,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1979",56.94,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1980",62.556,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1981",67.701,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1982",74.604,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1983",78.44,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1984",80.24,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1985",85.851,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1986",91.507,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1987",100.501,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1988",98.684,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1989",121.352,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1990",128.344,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1991",135.318,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1992",155.151,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1993",170.318,"B"
"SWE","PHARMAEXP","TOT","USD_CAP","A","1994",187.401,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1995",205.873,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1996",240.818,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1997",222.535,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1998",258.235,
"SWE","PHARMAEXP","TOT","USD_CAP","A","1999",286.758,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2000",318.524,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2001",356.325,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2002",394.618,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2003",386.781,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2004",398.088,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2005",398.239,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2006",426.673,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2007",447.794,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2008",474.447,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2009",475.09,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2010",466.239,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2011",467.145,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2012",484.705,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2013",475.572,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2014",487.696,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2015",504.915,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2016",524.404,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2017",512.816,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2018",540.978,
"SWE","PHARMAEXP","TOT","USD_CAP","A","2019",539.718,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2010",1.223,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2011",1.217,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2012",1.229,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2013",1.235,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2014",1.233,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2015",1.288,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2016",1.348,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2017",1.381,
"CHE","PHARMAEXP","TOT","PC_GDP","A","2018",1.348,"B"
"CHE","PHARMAEXP","TOT","PC_GDP","A","2019",1.344,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2010",626.453,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2011",638.87,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2012",667.643,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2013",699.238,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2014",715.159,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2015",756.463,
"CHE","PHARMAEXP","TOT","USD_CAP","A","2016",812.015,
